ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
692
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
195 1 17.3181 7.85121 11.0033 -10.7862
2 1 1.57075 1.57178 1.57292 -10.7864
3 1 3.14257 0.000377988 0.00153758 -10.7863
4 1 4.71469 1.57208 1.57315 -10.7855
175 1 18.8794 9.43245 9.42954 -10.7809
6 1 7.85998 1.57247 1.57402 -10.784
174 1 15.7636 9.40457 9.39251 -10.8155
8 1 11.0056 1.57253 1.57474 -10.7835
173 1 12.5987 9.41184 9.41243 -11.0966
10 1 14.1513 1.57224 1.57498 -10.7837
172 1 9.36176 9.35367 9.36657 -10.8304
12 1 17.2968 1.5718 1.57465 -10.7845
194 1 14.2189 7.81627 10.9588 -10.777
14 1 20.4415 1.57149 1.57374 -10.7861
193 1 10.9741 7.84758 10.9854 -10.6637
16 1 1.57043 4.71618 1.57216 -10.7851
17 1 3.14225 3.14368 0.00118834 -10.7859
18 1 4.71371 4.71547 1.57196 -10.7855
15 1 22.0135 3.14376 0.0014239 -10.7857
20 1 7.85941 4.71575 1.57314 -10.7836
19 1 6.28673 3.1437 0.00205974 -10.7848
22 1 11.0054 4.71593 1.57431 -10.7827
196 1 20.4474 7.85909 11.0064 -10.783
24 1 14.1513 4.71584 1.57468 -10.7829
21 1 9.43238 3.14383 0.00305324 -10.7836
26 1 17.2972 4.71563 1.57408 -10.7846
27 1 18.8703 3.14303 0.00326236 -10.786
28 1 20.4414 4.71603 1.57256 -10.7849
29 1 22.0128 6.28898 0.000464453 -10.7839
30 1 1.56991 7.86142 1.57152 -10.784
23 1 12.5784 3.1436 0.00372423 -10.7834
32 1 4.71305 7.86092 1.57126 -10.7842
33 1 6.28573 6.28791 0.0015069 -10.7846
34 1 7.85838 7.86075 1.57125 -10.7838
35 1 9.43191 6.28798 0.00288881 -10.7827
36 1 11.0051 7.86101 1.57287 -10.7816
37 1 12.5783 6.28772 0.00387913 -10.7823
38 1 14.151 7.86124 1.57332 -10.7822
39 1 15.7249 6.28776 0.00424523 -10.7844
40 1 17.2968 7.86132 1.57171 -10.783
25 1 15.7246 3.14326 0.00388136 -10.7842
42 1 20.441 7.86145 1.57158 -10.7836
517 1 17.298 11.0064 11.0027 -10.8165
192 1 7.83362 7.84041 10.9984 -10.7922
45 1 6.28493 9.4338 0.000995896 -10.7834
46 1 9.4315 9.43424 0.00189742 -10.7819
47 1 12.578 9.4344 0.00212763 -10.7806
48 1 15.724 9.43442 0.000722194 -10.781
160 1 15.7284 3.13657 9.43226 -10.7849
171 1 6.27009 9.43063 9.42643 -10.7799
51 1 1.57088 1.57117 4.7167 -10.7857
191 1 4.70692 7.85763 11.0053 -10.7825
53 1 4.7141 1.57115 4.71615 -10.786
170 1 3.1389 9.4341 9.43243 -10.7825
55 1 7.86015 1.57196 4.71714 -10.7834
56 1 9.43292 0.00117036 3.14597 -10.7835
57 1 11.0059 1.57228 4.71783 -10.7826
169 1 0.000866279 9.43405 9.4331 -10.7826
59 1 14.1514 1.57198 4.71793 -10.7827
168 1 18.8786 6.28271 9.43039 -10.7861
61 1 17.2968 1.57123 4.71735 -10.7839
190 1 1.57063 7.86045 11.0065 -10.7829
63 1 20.442 1.57068 4.71655 -10.786
64 1 22.0132 3.14334 3.14423 -10.7859
65 1 1.5702 4.715 4.71534 -10.7857
66 1 3.14184 3.14309 3.14373 -10.7863
67 1 4.71163 4.71292 4.7132 -10.7875
68 1 6.28686 3.14331 3.14426 -10.7847
69 1 7.85894 4.714 4.71461 -10.7834
70 1 9.43287 3.14393 3.14551 -10.7828
71 1 11.0059 4.71529 4.71664 -10.7809
72 1 12.5785 3.14398 3.14606 -10.7827
73 1 14.1514 4.71541 4.71675 -10.7811
74 1 15.724 3.14369 3.14587 -10.7832
