ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
695
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
514 1 7.84201 10.9967 10.9416 -10.777
2 1 1.57142 1.56951 1.57318 -10.7931
515 1 10.7351 10.9502 10.4869 -11.5552
4 1 4.71563 1.56881 1.57275 -10.791
445 1 10.9835 10.9961 7.81472 -10.8321
6 1 7.86123 1.56917 1.57293 -10.7883
175 1 18.8826 9.43291 9.4306 -10.7803
8 1 11.0068 1.56989 1.57342 -10.7875
174 1 15.778 9.39492 9.38543 -10.8267
10 1 14.1522 1.57056 1.57396 -10.7876
196 1 20.4504 7.85762 11.0067 -10.7862
12 1 17.2975 1.57076 1.57418 -10.7892
393 1 1.5687 11.0057 4.71426 -10.7884
14 1 20.4423 1.57031 1.57388 -10.7921
15 1 0.000193423 3.14174 0.00258348 -10.7922
16 1 1.57019 4.71319 1.57249 -10.7914
17 1 3.14218 3.14025 0.00207919 -10.7925
18 1 4.71275 4.71096 1.5711 -10.7922
19 1 6.2875 3.14004 0.00199856 -10.7896
20 1 7.85988 4.71164 1.57134 -10.788
21 1 9.4337 3.14091 0.00203507 -10.7872
22 1 11.0064 4.71257 1.57216 -10.7866
23 1 12.5795 3.14173 0.00251366 -10.7869
24 1 14.1522 4.71345 1.57294 -10.7866
25 1 15.7252 3.14218 0.00313599 -10.7878
26 1 17.2982 4.71352 1.57323 -10.7893
27 1 18.871 3.14179 0.00349757 -10.791
28 1 20.4423 4.71373 1.57317 -10.7909
516 1 14.3965 10.9911 10.921 -10.942
30 1 1.5697 7.85903 1.57254 -10.7893
345 1 4.71184 11.0055 1.57172 -10.7887
32 1 4.71178 7.85767 1.57105 -10.7896
33 1 6.28462 6.28334 0.0026609 -10.791
34 1 7.85761 7.85674 1.56943 -10.7897
35 1 9.433 6.2848 0.00202735 -10.7856
36 1 11.006 7.85786 1.57104 -10.7843
37 1 12.5794 6.28554 0.00257357 -10.7849
38 1 14.1523 7.8588 1.5724 -10.7859
39 1 15.7261 6.28592 0.00412442 -10.7877
40 1 17.2985 7.85927 1.57327 -10.7877
41 1 18.8714 6.28617 0.00373472 -10.7896
42 1 20.4421 7.8595 1.57338 -10.7887
164 1 6.26298 6.26254 9.41818 -10.8008
163 1 3.13549 6.28144 9.4315 -10.7886
45 1 6.28387 9.4313 0.00299295 -10.7882
46 1 9.43181 9.43153 0.00314973 -10.7859
47 1 12.5795 9.43226 0.00280184 -10.7819
48 1 15.7265 9.43277 0.00509212 -10.7857
49 1 18.8718 9.43261 0.00428701 -10.7878
195 1 17.3297 7.84359 10.9984 -10.7953
51 1 1.57112 1.56844 4.71563 -10.7924
194 1 14.2412 7.79627 10.9295 -10.796
53 1 4.71408 1.56656 4.71437 -10.7919
173 1 12.6301 9.40104 9.41286 -10.5973
55 1 7.86059 1.56723 4.71501 -10.788
193 1 10.9479 7.81868 10.9589 -11.1949
57 1 11.0066 1.56841 4.71566 -10.7869
192 1 7.80733 7.80807 10.9744 -10.8283
59 1 14.1522 1.56939 4.71613 -10.7868
190 1 1.56978 7.85825 11.0068 -10.7857
61 1 17.2981 1.56942 4.71582 -10.7891
172 1 9.30244 9.30525 9.32067 -10.8302
63 1 20.4432 1.56911 4.71549 -10.7922
64 1 22.0136 3.14081 3.14372 -10.7925
65 1 1.5689 4.71132 4.71382 -10.7923
66 1 3.14113 3.13887 3.14232 -10.7933
67 1 4.70798 4.70588 4.70857 -10.796
68 1 6.28677 3.13852 3.14205 -10.7901
69 1 7.8576 4.70722 4.70988 -10.7889
70 1 9.43345 3.13962 3.14299 -10.7873
71 1 11.006 4.70963 4.71233 -10.7853
72 1 12.5794 3.14066 3.14381 -10.7869
73 1 14.1525 4.71116 4.71326 -10.7855
74 1 15.7249 3.14127 3.14411 -10.7877
