ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
691
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
690 3 9.97278 10.4539 11.0031 0
2 1 1.57091 1.57127 1.57205 -10.7851
444 1 7.84439 11.0047 7.83899 -10.7696
4 1 4.71495 1.57098 1.5717 -10.7845
688 3 11.0121 11.0065 9.83042 0
6 1 7.86045 1.57093 1.57155 -10.7835
442 1 1.56972 11.0068 7.86074 -10.7807
8 1 11.0065 1.57094 1.57151 -10.7833
448 1 20.4431 11.0069 7.86077 -10.7807
10 1 14.1525 1.57098 1.57158 -10.7835
175 1 18.8737 9.43265 9.43287 -10.7798
12 1 17.298 1.57105 1.57174 -10.7845
443 1 4.70907 11.0067 7.85725 -10.7771
14 1 20.442 1.57131 1.57207 -10.7851
445 1 11.0062 11.0069 7.71043 -10.4118
16 1 1.57065 4.71531 1.57171 -10.7845
399 1 20.4429 11.0069 4.71521 -10.7826
18 1 4.71358 4.71391 1.5706 -10.7855
396 1 11.0064 11.0068 4.69958 -10.8065
20 1 7.85976 4.71375 1.57042 -10.7839
190 1 1.57093 7.8608 11.0069 -10.7791
22 1 11.0065 4.71368 1.5704 -10.7833
189 1 20.4419 4.71576 11.0069 -10.7811
24 1 14.1533 4.7138 1.57045 -10.7839
161 1 18.8699 3.14343 9.43454 -10.7811
26 1 17.2994 4.714 1.57066 -10.7855
393 1 1.56997 11.0068 4.71517 -10.7826
28 1 20.4423 4.71535 1.57173 -10.7845
160 1 15.7255 3.14276 9.43455 -10.779
30 1 1.57058 7.8608 1.57156 -10.7835
159 1 12.5804 3.14006 9.43291 -10.7793
32 1 4.71339 7.86001 1.5704 -10.7839
25 1 15.7257 3.14246 6.56181e-06 -10.7842
34 1 7.8586 7.85886 1.56831 -10.7851
158 1 9.43222 3.13948 9.43281 -10.7798
36 1 11.0065 7.85881 1.56854 -10.7831
395 1 7.85496 11.0065 4.70448 -10.7801
38 1 14.1544 7.85901 1.56838 -10.7851
39 1 15.7269 6.28649 1.89781e-05 -10.7852
40 1 17.2995 7.86017 1.5705 -10.7839
394 1 4.71109 11.0067 4.71179 -10.7819
42 1 20.4424 7.86085 1.57158 -10.7835
157 1 6.28721 3.14254 9.43445 -10.7792
156 1 3.143 3.14339 9.43452 -10.7812
155 1 22.0134 3.14373 9.43459 -10.7817
348 1 14.1545 11.0069 1.5686 -10.7831
162 1 22.0135 6.2882 9.43445 -10.7807
48 1 15.7271 9.43337 3.26895e-05 -10.7836
163 1 3.1423 6.28779 9.43451 -10.7791
347 1 11.0065 11.0068 1.56757 -10.7834
51 1 1.57099 1.57136 4.71711 -10.7835
174 1 15.7388 9.42596 9.42253 -10.7892
53 1 4.71431 1.57037 4.71579 -10.7844
173 1 12.6629 9.35882 9.30231 -10.0555
55 1 7.86018 1.57029 4.71536 -10.7831
172 1 9.35827 9.34964 9.30088 -10.0568
57 1 11.0065 1.57037 4.71517 -10.7826
171 1 6.27634 9.42766 9.42339 -10.7846
59 1 14.1528 1.5704 4.7154 -10.7831
170 1 3.13961 9.43288 9.43287 -10.7793
61 1 17.2986 1.57057 4.71587 -10.7843
169 1 22.0135 9.4336 9.43399 -10.7811
63 1 20.4419 1.5714 4.71713 -10.7835
64 1 22.0134 3.14303 3.14416 -10.7846
65 1 1.57013 4.71473 4.71584 -10.7843
66 1 3.14184 3.14218 3.14332 -10.7853
67 1 4.7112 4.71151 4.71258 -10.7869
68 1 6.28674 3.14154 3.14253 -10.7845
69 1 7.85834 4.711 4.71171 -10.7845
70 1 9.43319 3.14163 3.14239 -10.7831
71 1 11.0066 4.7115 4.71181 -10.7819
72 1 12.5798 3.14167 3.14241 -10.7831
73 1 14.1548 4.71111 4.71178 -10.7845
74 1 15.7262 3.14164 3.1426 -10.7845
75 1 17.3017 4.71167 4.71267 -10.7869
