ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
692
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
514 1 7.83168 10.9937 10.9315 -10.8049
2 1 1.57121 1.56942 1.57217 -10.7886
175 1 18.877 9.43218 9.43372 -10.7817
4 1 4.71605 1.56881 1.57104 -10.7868
445 1 10.975 10.9914 7.82133 -10.8294
6 1 7.86164 1.56905 1.57142 -10.7849
174 1 15.7584 9.41105 9.40838 -10.8088
8 1 11.007 1.56962 1.57273 -10.7844
173 1 12.6138 9.40979 9.42722 -10.6428
10 1 14.1522 1.57019 1.57417 -10.7845
515 1 10.6995 10.8943 10.5239 -11.2657
12 1 17.297 1.57044 1.5748 -10.7857
172 1 9.30408 9.27487 9.31693 -10.867
14 1 20.4416 1.57018 1.57407 -10.7878
393 1 1.56705 11.0051 4.71391 -10.7857
16 1 1.57008 4.71319 1.57114 -10.7875
350 1 20.4416 11.0055 1.57473 -10.7851
18 1 4.71343 4.71117 1.56814 -10.7884
399 1 20.4401 11.0054 4.71684 -10.7844
20 1 7.86045 4.71171 1.56858 -10.7851
516 1 14.3235 10.9962 10.9772 -10.4971
22 1 11.0068 4.71257 1.57072 -10.7841
345 1 4.71268 11.0051 1.56912 -10.7858
24 1 14.1524 4.71344 1.57312 -10.7842
160 1 15.7269 3.13727 9.43359 -10.7841
26 1 17.2977 4.71375 1.57441 -10.786
27 1 18.8707 3.14194 0.00337591 -10.7873
28 1 20.4414 4.71401 1.57339 -10.7867
159 1 12.5788 3.14032 9.43414 -10.7764
30 1 1.56967 7.85886 1.57118 -10.7861
158 1 9.43369 3.13627 9.43277 -10.7795
32 1 4.71261 7.85761 1.56795 -10.7865
512 1 1.57003 11.005 11.0069 -10.7804
34 1 7.85859 7.85679 1.56557 -10.787
344 1 1.56989 11.0054 1.57196 -10.7856
36 1 11.0064 7.85776 1.56966 -10.783
37 1 12.58 6.28595 0.00149763 -10.7831
38 1 14.1523 7.85893 1.57388 -10.7837
39 1 15.7264 6.286 0.00470104 -10.7856
40 1 17.2976 7.8595 1.57501 -10.7844
157 1 6.28394 3.13309 9.43128 -10.786
42 1 20.4413 7.85944 1.57379 -10.7854
156 1 3.14074 3.13824 9.43327 -10.7854
155 1 22.0133 3.14054 9.43437 -10.7852
25 1 15.7252 3.14218 0.00294263 -10.7849
15 1 0.000161058 3.14205 0.00147533 -10.7878
47 1 12.5803 9.43241 0.00316954 -10.7818
48 1 15.7267 9.43265 0.00593064 -10.7836
49 1 18.8714 9.43244 0.00470717 -10.7851
171 1 6.25094 9.41353 9.40791 -10.8031
51 1 1.57006 1.56826 4.71581 -10.788
448 1 20.442 11.0056 7.86078 -10.783
53 1 4.71402 1.56616 4.71407 -10.7879
170 1 3.13244 9.42999 9.42925 -10.7854
55 1 7.8608 1.56658 4.71488 -10.7848
194 1 14.2076 7.81933 10.9609 -10.8111
57 1 11.0068 1.56774 4.71629 -10.7839
193 1 10.9861 7.86784 10.9956 -10.6417
59 1 14.1519 1.56886 4.71773 -10.7837
192 1 7.81234 7.81277 10.9803 -10.8321
61 1 17.2966 1.56936 4.718 -10.7849
169 1 22.0121 9.43228 9.43396 -10.784
63 1 20.4413 1.56919 4.71707 -10.7874
64 1 22.0123 3.14084 3.14392 -10.7881
65 1 1.56729 4.71096 4.71349 -10.7889
66 1 3.14068 3.13854 3.14103 -10.7895
67 1 4.70706 4.70485 4.70681 -10.7935
68 1 6.28688 3.13812 3.14051 -10.7868
69 1 7.85746 4.7063 4.70858 -10.7866
70 1 9.43368 3.13915 3.142 -10.7845
71 1 11.0063 4.70911 4.71199 -10.7839
72 1 12.5795 3.14035 3.14401 -10.7843
73 1 14.1526 4.71127 4.71485 -10.7839
74 1 15.7246 3.14121 3.1454 -10.7847
75 1 17.2981 4.7119 4.71521 -10.7866
