ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
690
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
687 2 11.0058 9.85193 10.8519 -0.399723
2 1 1.57141 1.57257 1.57294 -10.776
175 1 18.8692 9.43368 9.43389 -10.7791
4 1 4.71632 1.57256 1.57297 -10.7762
174 1 15.7258 9.43181 9.43193 -10.7869
6 1 7.8611 1.57257 1.573 -10.7764
173 1 12.5654 9.44737 9.44215 -10.9624
8 1 11.0058 1.57258 1.573 -10.7764
172 1 9.44621 9.44737 9.44215 -10.9624
10 1 14.1505 1.57257 1.573 -10.7764
171 1 6.28577 9.43181 9.43193 -10.7869
12 1 17.2953 1.57256 1.57297 -10.7762
170 1 3.14239 9.43368 9.43389 -10.7791
14 1 20.4402 1.57257 1.57294 -10.776
15 1 22.0127 3.14499 0.000381358 -10.7761
16 1 1.5714 4.71748 1.57297 -10.7762
17 1 3.14385 3.14501 0.000389872 -10.7762
18 1 4.71627 4.71744 1.57311 -10.7764
19 1 6.28872 3.14502 0.000438266 -10.7763
20 1 7.86117 4.71754 1.57327 -10.7764
21 1 9.43345 3.14503 0.000448493 -10.7764
22 1 11.0058 4.71757 1.57324 -10.7764
23 1 12.5781 3.14503 0.000448564 -10.7764
24 1 14.1504 4.71754 1.57327 -10.7764
25 1 15.7229 3.14502 0.000438363 -10.7763
26 1 17.2953 4.71744 1.57311 -10.7764
27 1 18.8677 3.14501 0.000389941 -10.7762
28 1 20.4402 4.71748 1.57297 -10.7762
29 1 22.0127 6.28985 0.000403729 -10.7763
30 1 1.57141 7.86226 1.573 -10.7764
31 1 3.14386 6.28988 0.000438271 -10.7763
32 1 4.71638 7.86234 1.57327 -10.7764
33 1 6.2884 6.28956 0.000451353 -10.7769
34 1 7.86055 7.86172 1.57294 -10.7775
35 1 9.43337 6.2897 0.000488318 -10.7765
36 1 11.0058 7.86193 1.57307 -10.7768
37 1 12.5782 6.2897 0.000488325 -10.7765
38 1 14.151 7.86172 1.57294 -10.7775
39 1 15.7232 6.28956 0.000451377 -10.7769
40 1 17.2952 7.86234 1.57327 -10.7764
41 1 18.8677 6.28988 0.000438291 -10.7763
42 1 20.4402 7.86226 1.573 -10.7764
43 1 22.0127 9.4346 0.000416717 -10.7764
44 1 3.14387 9.43461 0.000448481 -10.7764
45 1 6.28854 9.43453 0.000488316 -10.7765
46 1 9.43296 9.43412 0.000492221 -10.778
47 1 12.5786 9.43412 0.000492212 -10.778
48 1 15.7231 9.43453 0.000488282 -10.7765
49 1 18.8677 9.43461 0.000448448 -10.7764
169 1 22.0127 9.43419 9.43452 -10.7778
51 1 1.57138 1.57254 4.71782 -10.7763
168 1 18.867 6.29021 9.4353 -10.7763
53 1 4.71628 1.5727 4.71781 -10.7764
167 1 15.7206 6.29217 9.43687 -10.775
55 1 7.86121 1.57284 4.71797 -10.7763
166 1 12.5809 6.28693 9.43193 -10.7869
57 1 11.0058 1.5728 4.718 -10.7764
165 1 9.43065 6.28693 9.43193 -10.7869
59 1 14.1504 1.57284 4.71797 -10.7763
60 1 15.7228 7.76816e-06 3.14546 -10.7763
61 1 17.2953 1.5727 4.71781 -10.7764
62 1 18.8677 7.76381e-06 3.14539 -10.7762
63 1 20.4402 1.57254 4.71782 -10.7763
64 1 22.0127 3.14502 3.14539 -10.7762
65 1 1.57154 4.71744 4.71781 -10.7764
66 1 3.14409 3.14525 3.14562 -10.776
67 1 4.71716 4.71832 4.71868 -10.7754
68 1 6.28892 3.14528 3.1457 -10.7762
69 1 7.86194 4.71854 4.71893 -10.7756
70 1 9.43352 3.14527 3.14569 -10.7764
71 1 11.0058 4.71831 4.71868 -10.7758
72 1 12.5781 3.14527 3.14569 -10.7764
73 1 14.1497 4.71854 4.71893 -10.7756
74 1 15.7227 3.14528 3.1457 -10.7762
