ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
690
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
688 2 10.7673 9.9654 10.8985 -0.298209
2 1 1.572 1.57096 1.57245 -10.7755
687 2 9.96869 10.8803 10.9779 -0.309449
4 1 4.71712 1.57074 1.57178 -10.7759
175 1 18.8661 9.43301 9.4354 -10.7753
6 1 7.86215 1.5709 1.57154 -10.776
174 1 15.7077 9.44001 9.44698 -10.7806
8 1 11.0069 1.57123 1.57183 -10.776
173 1 12.5531 9.44636 9.44908 -10.4253
10 1 14.1514 1.57152 1.57245 -10.7758
172 1 9.42777 9.43569 9.42024 -10.9946
12 1 17.2959 1.5716 1.57297 -10.7755
446 1 14.1292 11.0017 7.88804 -10.7849
14 1 20.4408 1.57133 1.57296 -10.7754
445 1 10.9983 11.0037 7.81093 -10.5494
16 1 1.57161 4.71588 1.57225 -10.7758
444 1 7.86514 11.0035 7.86082 -10.7887
18 1 4.71668 4.71549 1.57117 -10.7763
397 1 14.1487 11.0047 4.72158 -10.7722
20 1 7.86191 4.71568 1.57068 -10.7763
396 1 11.0041 11.0046 4.70506 -10.794
22 1 11.0068 4.71618 1.57106 -10.7761
448 1 20.4371 11.0061 7.86429 -10.7737
24 1 14.1512 4.7166 1.57211 -10.7758
15 1 22.0135 3.14374 7.17464e-05 -10.7756
26 1 17.2956 4.71671 1.57296 -10.7755
443 1 4.71764 11.0047 7.86189 -10.7753
28 1 20.4403 4.71646 1.57305 -10.7754
193 1 11.0051 7.81126 11.0018 -10.8342
30 1 1.5714 7.86076 1.5723 -10.776
187 1 14.1488 4.71913 11.0061 -10.775
32 1 4.71641 7.86043 1.57075 -10.7766
395 1 7.85955 11.005 4.71295 -10.7798
34 1 7.86093 7.85985 1.56918 -10.7779
155 1 22.0132 3.14338 9.4346 -10.7759
36 1 11.0068 7.86067 1.56993 -10.7766
156 1 3.14462 3.14277 9.43426 -10.776
38 1 14.1514 7.86102 1.57195 -10.7763
157 1 6.28955 3.14255 9.43415 -10.7761
40 1 17.2954 7.86147 1.57388 -10.7755
41 1 18.8682 6.28907 0.000529332 -10.7756
42 1 20.4401 7.86127 1.57358 -10.7755
158 1 9.43284 3.14105 9.43261 -10.7786
147 1 18.8634 9.43525 6.29391 -10.7724
146 1 15.7166 9.43665 6.29797 -10.7694
144 1 9.42765 9.42868 6.2775 -10.795
143 1 6.2881 9.4324 6.28754 -10.7783
48 1 15.7242 9.43352 0.000635317 -10.7763
145 1 12.5778 9.4315 6.28939 -10.7852
171 1 6.28984 9.42979 9.43071 -10.7911
51 1 1.57172 1.57059 4.71742 -10.7756
170 1 3.14314 9.43135 9.43253 -10.778
53 1 4.71685 1.57011 4.71691 -10.776
186 1 11.0054 4.70699 11.0052 -10.7925
55 1 7.86194 1.57024 4.71678 -10.7761
169 1 22.0126 9.43255 9.43413 -10.7772
57 1 11.0066 1.57068 4.71717 -10.7759
168 1 18.8666 6.28975 9.43568 -10.7754
59 1 14.151 1.57126 4.71786 -10.7756
167 1 15.7218 6.29067 9.43526 -10.7769
61 1 17.2955 1.57147 4.71822 -10.7752
166 1 12.5762 6.29672 9.43314 -10.7876
63 1 20.4404 1.57109 4.71799 -10.7753
64 1 22.0128 3.14363 3.14526 -10.7754
65 1 1.57111 4.7157 4.71722 -10.7758
66 1 3.1442 3.14311 3.14452 -10.7758
67 1 4.71642 4.71527 4.71652 -10.7762
68 1 6.28924 3.14283 3.14383 -10.7763
69 1 7.86139 4.71507 4.71589 -10.7767
70 1 9.43429 3.1432 3.14392 -10.7761
71 1 11.0062 4.71595 4.71662 -10.7759
72 1 12.5789 3.14374 3.14461 -10.776
73 1 14.1502 4.71704 4.71826 -10.7752
74 1 15.7232 3.14419 3.1455 -10.7754
75 1 17.2944 4.71746 4.7189 -10.7745
