ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
686
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
1 1 1.7974e-15 7.00917e-16 1.95037e-16 1.82443
2 1 1.5727 1.5727 1.5727 1.82468
3 1 3.14518 6.90208e-16 1.27069e-16 1.82489
4 1 4.71774 1.57273 1.57273 1.82503
5 1 6.29005 0 1.0329e-15 1.82527
6 1 7.86244 1.57276 1.57276 1.82541
7 1 9.43468 0 7.53825e-16 1.8255
8 1 11.007 1.57277 1.57277 1.82555
9 1 12.5792 2.31567e-16 6.79136e-16 1.8255
10 1 14.1515 1.57276 1.57276 1.82541
11 1 15.7238 9.85085e-16 3.38559e-16 1.82527
12 1 17.2962 1.57273 1.57273 1.82503
13 1 18.8687 4.80887e-16 1.06331e-15 1.82489
14 1 20.4412 1.5727 1.5727 1.82468
15 1 1.45096e-15 3.14518 8.37613e-16 1.82489
16 1 1.57273 4.71774 1.57273 1.82503
17 1 3.1453 3.1453 5.5076e-16 1.82502
18 1 4.71792 4.71792 1.573 1.82547
19 1 6.29017 3.14539 1.41946e-15 1.82518
20 1 7.86264 4.71807 1.57311 1.82537
21 1 9.43472 3.14542 1.48504e-15 1.8255
22 1 11.007 4.71809 1.57307 1.82561
23 1 12.5792 3.14542 2.25941e-15 1.8255
24 1 14.1513 4.71807 1.57311 1.82537
25 1 15.7237 3.14539 1.13986e-15 1.82518
26 1 17.296 4.71792 1.573 1.82547
27 1 18.8686 3.1453 1.53056e-15 1.82502
28 1 20.4412 4.71774 1.57273 1.82503
29 1 1.16437e-15 6.29005 1.68281e-16 1.82527
30 1 1.57276 7.86244 1.57276 1.82541
31 1 3.14539 6.29017 1.06186e-15 1.82518
32 1 4.71807 7.86264 1.57311 1.82537
33 1 6.29012 6.29012 3.6966e-16 1.82612
34 1 7.86233 7.86233 1.57313 1.82679
35 1 9.43478 6.29032 1.10149e-15 1.82597
36 1 11.007 7.86264 1.57341 1.82672
37 1 12.5791 6.29032 1.99913e-15 1.82597
38 1 14.1516 7.86233 1.57313 1.82679
39 1 15.7238 6.29012 1.22367e-15 1.82612
40 1 17.2958 7.86264 1.57311 1.82537
41 1 18.8685 6.29017 1.55198e-15 1.82518
42 1 20.4411 7.86244 1.57276 1.82541
43 1 1.47379e-15 9.43468 4.26996e-16 1.8255
44 1 3.14542 9.43472 3.41363e-16 1.8255
45 1 6.29032 9.43478 7.77357e-16 1.82597
46 1 9.43451 9.43451 7.70426e-16 1.8266
47 1 12.5794 9.43451 8.79975e-16 1.8266
48 1 15.7236 9.43478 8.00021e-16 1.82597
49 1 18.8685 9.43472 2.3431e-16 1.8255
50 1 5.83355e-16 3.89265e-16 3.14518 1.82489
51 1 1.57273 1.57273 4.71774 1.82503
52 1 3.1453 7.92159e-16 3.1453 1.82502
53 1 4.71792 1.573 4.71792 1.82547
54 1 6.29017 1.46912e-16 3.14539 1.82518
55 1 7.86264 1.57311 4.71807 1.82537
56 1 9.43472 3.44151e-16 3.14542 1.8255
57 1 11.007 1.57307 4.71809 1.82561
58 1 12.5792 1.10087e-15 3.14542 1.8255
59 1 14.1513 1.57311 4.71807 1.82537
60 1 15.7237 8.33438e-16 3.14539 1.82518
61 1 17.296 1.573 4.71792 1.82547
62 1 18.8686 7.41054e-16 3.1453 1.82502
63 1 20.4412 1.57273 4.71774 1.82503
64 1 1.64881e-16 3.1453 3.1453 1.82502
65 1 1.573 4.71792 4.71792 1.82547
66 1 3.14558 3.14558 3.14558 1.82456
67 1 4.71906 4.71906 4.71906 1.82339
68 1 6.2904 3.14567 3.14567 1.82494
69 1 7.86339 4.71919 4.71919 1.82356
70 1 9.43482 3.1457 3.1457 1.82559
71 1 11.007 4.71908 4.71908 1.82547
72 1 12.5791 3.1457 3.1457 1.82559
73 1 14.1505 4.71919 4.71919 1.82356
