ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
688
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
175 1 18.8681 9.43487 9.43487 1.82718
2 1 1.57214 1.57271 1.57268 1.82936
50 1 22.0139 0.000488024 3.14497 1.82924
4 1 4.71675 1.5725 1.57248 1.82915
174 1 15.7203 9.43486 9.43491 1.82948
6 1 7.86178 1.57239 1.57237 1.82901
173 1 12.6009 9.41243 9.41284 1.89274
8 1 11.007 1.57235 1.57234 1.829
54 1 6.28917 0.000397843 3.14448 1.82907
10 1 14.1521 1.57242 1.5724 1.82901
15 1 22.0139 3.145 0.000470009 1.82923
12 1 17.2971 1.57254 1.57252 1.82914
172 1 9.41136 9.41088 9.41086 1.90348
14 1 20.4417 1.57272 1.5727 1.82935
19 1 6.28918 3.14451 0.000383137 1.82906
16 1 1.57212 4.71747 1.57286 1.82891
17 1 3.14429 3.14474 0.000447584 1.82948
18 1 4.71646 4.71696 1.57258 1.82959
513 1 4.71765 11.0069 11.0069 1.82664
20 1 7.86167 4.71681 1.57247 1.82889
13 1 18.8695 0.000240753 0.000229452 1.82933
22 1 11.0069 4.71676 1.57243 1.82891
56 1 9.43434 0.000354686 3.14437 1.82902
24 1 14.1522 4.71684 1.57253 1.82888
58 1 12.5796 0.000368569 3.14439 1.82901
26 1 17.2974 4.71701 1.57265 1.82954
27 1 18.8696 3.14477 0.000485089 1.82946
28 1 20.4417 4.71749 1.57289 1.8289
29 1 22.0139 6.28984 0.000555471 1.82889
30 1 1.57216 7.86231 1.5729 1.82871
60 1 15.7247 0.000430736 3.14452 1.82906
32 1 4.71655 7.8621 1.57268 1.8288
33 1 6.28872 6.28901 0.000491909 1.82956
34 1 7.86104 7.86131 1.57169 1.82965
35 1 9.43423 6.28895 0.000426168 1.82913
36 1 11.0069 7.86149 1.5718 1.82932
37 1 12.5797 6.28896 0.000454694 1.82913
38 1 14.1528 7.86134 1.5718 1.82962
39 1 15.7252 6.28904 0.000560622 1.82954
40 1 17.2973 7.86213 1.57277 1.82877
101 1 3.14427 0.000573382 6.28961 1.82899
42 1 20.4417 7.86232 1.57293 1.8287
43 1 22.0139 9.43467 0.000489545 1.82879
111 1 18.8696 0.00061519 6.28963 1.82898
45 1 6.28884 9.43444 0.000306209 1.82898
7 1 9.43438 2.40051e-05 1.50344e-05 1.829
1 1 8.15818e-06 0.000300424 0.000283274 1.82954
149 1 3.14432 0.000470101 9.43459 1.82885
150 1 6.28882 0.000329479 9.43441 1.82902
171 1 6.29306 9.43454 9.43454 1.82963
51 1 1.57212 1.57289 4.71743 1.82892
52 1 3.14428 0.000467347 3.1447 1.8295
53 1 4.71645 1.5726 4.71692 1.82961
170 1 3.14564 9.4348 9.43479 1.82717
55 1 7.86166 1.57249 4.71677 1.82891
169 1 22.0138 9.43483 9.43482 1.82778
57 1 11.0069 1.57243 4.71673 1.82892
168 1 18.8689 6.29014 9.43503 1.82738
59 1 14.1522 1.57253 4.71681 1.8289
167 1 15.7241 6.28983 9.43527 1.82523
61 1 17.2974 1.57266 4.71698 1.82957
62 1 18.8696 0.000497134 3.14474 1.82947
63 1 20.4417 1.57291 4.71745 1.82891
64 1 22.0139 3.14522 3.14519 1.82895
65 1 1.57211 4.71764 4.71761 1.82862
66 1 3.1443 3.14502 3.14499 1.82928
67 1 4.71639 4.71709 4.71706 1.82967
68 1 6.28909 3.14467 3.14464 1.8289
69 1 7.86159 4.71664 4.71662 1.8278
70 1 9.43434 3.14458 3.14456 1.82886
71 1 11.0069 4.71667 4.71666 1.82839
72 1 12.5795 3.1446 3.14459 1.82886
73 1 14.1523 4.71671 4.7167 1.82779
74 1 15.7248 3.14472 3.1447 1.82888
75 1 17.2974 4.7172 4.71718 1.82949
76 1 18.8695 3.14507 3.14505 1.82922
