ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
696
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
513 1 4.71374 10.9984 11.0015 1.80307
2 1 1.5719 1.56576 1.57458 1.84728
515 1 10.5697 10.89 10.3779 4.20058
4 1 4.7162 1.56504 1.57372 1.84282
445 1 10.9742 10.9942 7.79082 1.71833
6 1 7.86231 1.56619 1.57423 1.83977
349 1 17.2997 11.0033 1.57511 1.83604
8 1 11.0082 1.56772 1.57537 1.83891
346 1 7.8582 11.0021 1.5714 1.83704
10 1 14.1537 1.5688 1.57658 1.83902
345 1 4.7124 11.0026 1.57263 1.84024
12 1 17.2989 1.56873 1.57705 1.84038
175 1 18.883 9.43042 9.4348 1.81591
14 1 20.4434 1.56751 1.57639 1.84427
15 1 0.00119829 3.13852 0.00472586 1.84451
16 1 1.57019 4.70977 1.57409 1.84325
17 1 3.14266 3.13622 0.00309456 1.84575
18 1 4.71216 4.70647 1.57108 1.84535
19 1 6.28824 3.13615 0.00313656 1.84113
20 1 7.86063 4.7078 1.57232 1.83946
21 1 9.43491 3.13756 0.00397563 1.83911
22 1 11.008 4.7098 1.57459 1.83814
23 1 12.5811 3.13889 0.0052926 1.83872
24 1 14.1537 4.71135 1.57646 1.83764
25 1 15.7269 3.13954 0.00644664 1.83937
26 1 17.2992 4.71146 1.57683 1.8393
27 1 18.8725 3.13902 0.00668542 1.84292
28 1 20.4428 4.71123 1.57572 1.84154
344 1 1.57051 11.0028 1.57459 1.84008
30 1 1.56988 7.85608 1.57425 1.84083
31 1 3.14117 6.28159 0.00348162 1.84244
32 1 4.71178 7.85447 1.5719 1.84097
33 1 6.28478 6.27916 0.00337534 1.84172
34 1 7.85785 7.85292 1.56883 1.83754
35 1 9.43405 6.28092 0.00391846 1.83709
36 1 11.0072 7.85488 1.57276 1.83502
37 1 12.5811 6.28236 0.00562584 1.83644
38 1 14.1537 7.85639 1.575 1.83482
39 1 15.7277 6.28314 0.00752536 1.83709
40 1 17.2992 7.8571 1.57573 1.83675
41 1 18.8722 6.28382 0.00614614 1.83956
42 1 20.4425 7.85694 1.57561 1.83952
164 1 6.26229 6.2581 9.4246 1.86561
44 1 3.14115 9.4288 0.00374631 1.8407
45 1 6.28446 9.42784 0.00421358 1.83946
46 1 9.43304 9.42806 0.00399538 1.83375
47 1 12.581 9.42914 0.00358913 1.83347
48 1 15.7276 9.43001 0.00553071 1.83474
49 1 18.8724 9.42989 0.00569377 1.83815
174 1 15.7798 9.38851 9.39276 1.89268
51 1 1.57132 1.56481 4.71754 1.84403
516 1 14.4362 10.9764 10.9535 2.52742
53 1 4.71409 1.5623 4.71542 1.84344
514 1 7.83728 10.9847 10.931 1.62857
55 1 7.86181 1.56501 4.71659 1.83825
195 1 17.3303 7.84124 11.0059 1.84311
57 1 11.0081 1.56798 4.71805 1.83745
194 1 14.2348 7.80019 10.958 1.82736
59 1 14.1531 1.56958 4.71938 1.83636
447 1 17.3094 11.004 7.85355 1.84439
61 1 17.2986 1.56871 4.71907 1.83844
193 1 10.9608 7.82171 10.9835 1.88556
63 1 20.4437 1.5667 4.71812 1.84377
64 1 22.0134 3.1376 3.14572 1.8449
65 1 1.56749 4.70733 4.71498 1.84462
66 1 3.14007 3.13409 3.14265 1.85021
67 1 4.70387 4.69826 4.70594 1.86519
68 1 6.28708 3.13451 3.14278 1.84149
69 1 7.85835 4.70275 4.71014 1.8393
70 1 9.43501 3.1372 3.1449 1.83859
71 1 11.0084 4.70842 4.71556 1.83841
72 1 12.5809 3.1394 3.14694 1.8383
73 1 14.1536 4.71092 4.71799 1.83613
74 1 15.726 3.1401 3.14774 1.83828
75 1 17.3001 4.70993 4.71627 1.83952
76 1 18.8711 3.13904 3.14692 1.84147
77 1 20.4433 4.70934 4.71636 1.84394
