ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
687
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
0.0000000000000000e+00 2.2013900999999997e+01
ITEM: ATOMS id type x y z c_pot
175 1 18.8744 9.43338 9.43323 1.83222
2 1 1.57387 1.57377 1.57374 1.82593
174 1 15.7324 9.42955 9.42905 1.88996
4 1 4.71895 1.57411 1.57407 1.82597
173 1 12.5906 9.45164 9.45116 1.69653
6 1 7.86378 1.5742 1.57415 1.82609
172 1 9.44083 9.43946 9.44041 1.78128
8 1 11.0083 1.57395 1.57389 1.82627
171 1 6.29665 9.43686 9.43693 1.84195
10 1 14.1528 1.5736 1.57355 1.82624
170 1 3.14827 9.43607 9.43605 1.82815
12 1 17.2975 1.57336 1.57333 1.8261
169 1 0.00337738 9.43521 9.43514 1.82782
14 1 20.4426 1.57346 1.57342 1.82607
517 1 17.3064 11.0034 11.0035 1.84717
16 1 1.5742 4.71875 1.57391 1.82611
516 1 14.2266 10.9883 10.9867 1.75275
18 1 4.71928 4.71914 1.57458 1.82624
56 1 9.43604 0.00169123 3.14639 1.8262
20 1 7.86418 4.71942 1.57487 1.8258
58 1 12.5805 0.001349 3.1461 1.82628
22 1 11.0086 4.71922 1.57454 1.82617
60 1 15.7251 0.000983325 3.14584 1.82612
24 1 14.153 4.71881 1.57391 1.82616
54 1 6.29139 0.00179222 3.14649 1.82596
26 1 17.2978 4.71847 1.57341 1.82631
52 1 3.14642 0.00150344 3.14632 1.82605
28 1 20.4429 4.71844 1.57333 1.82631
151 1 9.43551 0.00274141 9.43554 1.82722
30 1 1.57427 7.86362 1.57399 1.82626
152 1 12.5805 0.00124969 9.43561 1.82705
32 1 4.71949 7.86406 1.575 1.82587
153 1 15.725 6.65256e-05 9.43547 1.82678
34 1 7.86396 7.86387 1.5753 1.82686
147 1 18.8715 9.4357 6.29009 1.82662
36 1 11.0088 7.86405 1.57495 1.8266
146 1 15.727 9.43579 6.29022 1.82679
38 1 14.1533 7.86349 1.57359 1.82689
145 1 12.5849 9.43739 6.29679 1.84502
40 1 17.2979 7.86331 1.5728 1.82655
144 1 9.43739 9.4368 6.29662 1.84147
42 1 20.4429 7.86337 1.57314 1.82636
143 1 6.29597 9.43903 6.29566 1.81994
142 1 3.14897 9.43688 6.29239 1.82538
141 1 0.00292271 9.43592 6.29079 1.82675
46 1 9.43571 9.4358 0.00243215 1.82714
47 1 12.5807 9.43579 0.000827052 1.82706
446 1 14.1549 11.0067 7.86849 1.86589
140 1 20.445 7.86237 7.86224 1.82891
168 1 18.8716 6.29012 9.43541 1.82681
51 1 1.5742 1.57395 4.71868 1.82608
167 1 15.727 6.29026 9.43515 1.82785
53 1 4.7193 1.57463 4.71908 1.82619
166 1 12.5836 6.29855 9.43775 1.84171
55 1 7.86418 1.57495 4.71934 1.82575
165 1 9.43755 6.29774 9.43704 1.83969
57 1 11.0085 1.57465 4.71913 1.82612
164 1 6.29602 6.29595 9.43914 1.81981
59 1 14.1529 1.57405 4.71876 1.82608
163 1 3.149 6.2925 9.43685 1.82535
61 1 17.2977 1.57353 4.71842 1.82619
162 1 0.00295356 6.29085 9.43579 1.82678
63 1 20.4429 1.57339 4.71837 1.82631
64 1 0.0016759 3.14613 3.14607 1.82628
65 1 1.57495 4.71892 4.71884 1.82645
66 1 3.14697 3.14672 3.14667 1.8259
67 1 4.7204 4.72009 4.72001 1.82521
68 1 6.29193 3.14717 3.14711 1.8256
69 1 7.8652 4.72075 4.72064 1.82421
70 1 9.43647 3.14723 3.14714 1.82591
71 1 11.0091 4.72061 4.72042 1.82559
72 1 12.5807 3.1468 3.1467 1.82614
73 1 14.153 4.7196 4.71945 1.82541
74 1 15.7253 3.14626 3.14618 1.82607
75 1 17.2978 4.71877 4.71862 1.82561
76 1 18.8703 3.14599 3.14592 1.82604
77 1 20.4434 4.71831 4.7182 1.82698
